Type,Datetime,Latitude,Longitude,C_gauge,Off_Day
Auto Fire Alarm,2010-10-12,47.700271,-122.30331799999999,RG04,0
Auto Fire Alarm,2010-10-12,47.707165,-122.344729,RG01,0
Auto Fire Alarm,2010-10-12,47.610387,-122.34119799999999,RG11,0
Auto Fire Alarm,2010-10-12,47.621106,-122.329144,RG11,0
Car Fire,2010-10-12,47.712044,-122.29951200000001,RG04,0
Auto Fire Alarm,2010-10-12,47.703486,-122.33390700000001,RG04,0
Automatic Fire Alarm False,2010-10-12,47.563241999999995,-122.31274099999999,RG15,0
Auto Fire Alarm,2010-10-12,47.608228000000004,-122.33486599999999,RG20_25,0
Car Fire,2010-10-12,47.666467,-122.38475,RG08,0
Automatic Fire Alarm Resd,2010-10-12,47.673212,-122.38474199999999,RG08,0
Auto Fire Alarm,2010-10-12,47.650742,-122.30800900000001,RG03,0
Fire in Building,2010-10-12,47.557361,-122.36291999999999,RG15,0
Car Fire,2010-10-12,47.626678000000005,-122.30096100000002,RG20_25,0
Automatic Fire Alarm Resd,2010-10-12,47.679827,-122.371494,RG09,0
Auto Fire Alarm,2010-10-12,47.639688,-122.291521,RG03,0
Auto Fire Alarm,2010-10-12,47.620061,-122.34108400000001,RG11,0
Automatic Fire Alarm Resd,2010-10-12,47.673212,-122.38474199999999,RG08,0
Fire in Building,2010-10-12,47.638056,-122.34071200000001,RG11,0
Fire Response Freeway,2010-10-12,47.559045000000005,-122.32174199999999,RG15,0
Automatic Fire Alarm Resd,2010-10-12,47.549715,-122.30868899999999,RG16,0
Auto Fire Alarm,2010-10-12,47.633811,-122.343406,RG11,0
Automatic Fire Alarm Resd,2010-10-12,47.641128,-122.284195,RG03,0
Auto Fire Alarm,2010-10-11,47.612976,-122.31674,RG20_25,1
Auto Fire Alarm,2010-10-11,47.601673999999996,-122.306219,RG20_25,1
Auto Fire Alarm,2010-10-11,47.623243,-122.34758300000001,RG11,1
Auto Fire Alarm,2010-10-11,47.558972,-122.38145800000001,RG14,1
Automatic Fire Alarm Resd,2010-10-11,47.699733,-122.352709,RG07,1
Auto Fire Alarm,2010-10-11,47.52648,-122.32793500000001,RG17,1
Auto Fire Alarm,2010-10-11,47.613261,-122.342352,RG11,1
Auto Fire Alarm,2010-10-11,47.620604,-122.343829,RG11,1
Auto Fire Alarm,2010-10-11,47.531994,-122.328308,RG16,1
Auto Fire Alarm,2010-10-11,47.558988,-122.37623400000001,RG15,1
Auto Fire Alarm,2010-10-11,47.658663,-122.347232,RG09,1
Auto Fire Alarm,2010-10-11,47.659806,-122.31978000000001,RG03,1
Automatic Fire Alarm False,2010-10-11,47.620604,-122.343829,RG11,1
Auto Fire Alarm,2010-10-11,47.591454,-122.31728100000001,RG20_25,1
Automatic Fire Alarm False,2010-10-11,47.595741,-122.32506799999999,RG20_25,1
Auto Fire Alarm,2010-10-11,47.652037,-122.31056699999999,RG03,1
Auto Fire Alarm,2010-10-11,47.65736,-122.315546,RG03,1
Fire in Building,2010-10-11,47.661817,-122.41581200000002,RG08,1
Auto Fire Alarm,2010-10-11,47.652592999999996,-122.303073,RG03,1
Auto Fire Alarm,2010-10-11,47.628087,-122.344935,RG11,1
Auto Fire Alarm,2010-10-11,47.603698,-122.329187,RG20_25,1
Auto Fire Alarm,2010-10-10,47.585161,-122.386379,RG14,1
Automatic Fire Alarm False,2010-10-10,47.623717,-122.36063500000002,RG11,1
Auto Fire Alarm,2010-10-10,47.628087,-122.344935,RG11,1
Automatic Fire Alarm Resd,2010-10-10,47.594575,-122.30116799999999,RG20_25,1
Auto Fire Alarm,2010-10-10,47.54977,-122.28860800000001,RG18,1
Auto Fire Alarm,2010-10-10,47.584234,-122.299024,RG20_25,1
Auto Fire Alarm,2010-10-10,47.649182,-122.33364099999999,RG03,1
Auto Fire Alarm,2010-10-10,47.609673,-122.342238,RG11,1
Automatic Fire Alarm Resd,2010-10-10,47.619846,-122.28378300000001,RG20_25,1
Car Fire,2010-10-10,47.526948,-122.332095,RG17,1
Automatic Fire Alarm Resd,2010-10-10,47.641128,-122.284195,RG03,1
Auto Fire Alarm,2010-10-10,47.609673,-122.342238,RG11,1
Automatic Fire Alarm Resd,2010-10-10,47.567367,-122.28287900000001,RG18,1
Car Fire,2010-10-10,47.639528999999996,-122.30192,RG03,1
Auto Fire Alarm,2010-10-10,47.537034999999996,-122.28468000000001,RG18,1
Auto Fire Alarm,2010-10-10,47.652592999999996,-122.303073,RG03,1
Auto Fire Alarm,2010-10-10,47.658901,-122.315505,RG03,1
Auto Fire Alarm,2010-10-10,47.658901,-122.315505,RG03,1
Auto Fire Alarm,2010-10-10,47.609673,-122.342238,RG11,1
Automatic Fire Alarm Resd,2010-10-10,47.516529999999996,-122.28368999999999,RG10_30,1
Automatic Fire Alarm Resd,2010-10-10,47.67601,-122.26615600000001,RG02,1
Auto Fire Alarm,2010-10-10,47.623717,-122.36063500000002,RG11,1
Auto Fire Alarm,2010-10-10,47.606212,-122.320559,RG20_25,1
Fire in Building,2010-10-10,47.668547,-122.313018,RG03,1
Auto Fire Alarm,2010-10-10,47.669562,-122.38758700000001,RG08,1
Automatic Fire Alarm Resd,2010-10-10,47.637938,-122.364972,RG11,1
Automatic Fire Alarm Resd,2010-10-10,47.51357,-122.37909599999999,RG05,1
Auto Fire Alarm,2010-10-10,47.60739,-122.33256399999999,RG20_25,1
Automatic Fire Alarm Resd,2010-10-10,47.696464,-122.34079299999999,RG04,1
Auto Fire Alarm,2010-10-10,47.649575,-122.36483799999999,RG09,1
Auto Fire Alarm,2010-10-10,47.649182,-122.33364099999999,RG03,1
Automatic Fire Alarm Resd,2010-10-10,47.647824,-122.31896299999998,RG03,1
Auto Fire Alarm,2010-10-10,47.611553,-122.311479,RG20_25,1
Automatic Fire Alarm Resd,2010-10-10,47.671499,-122.320241,RG03,1
Auto Fire Alarm,2010-10-09,47.610614,-122.332447,RG20_25,1
Auto Fire Alarm,2010-10-09,47.59415,-122.32905,RG20_25,1
Auto Fire Alarm,2010-10-09,47.697866999999995,-122.36701599999999,RG07,1
Automatic Fire Alarm Resd,2010-10-09,47.68854,-122.316142,RG04,1
Auto Fire Alarm,2010-10-09,47.592326,-122.329049,RG20_25,1
Auto Fire Alarm,2010-10-09,47.637415999999995,-122.355598,RG11,1
Automatic Fire Alarm Resd,2010-10-09,47.509764000000004,-122.38436399999999,RG05,1
Auto Fire Alarm,2010-10-09,47.608946,-122.33398899999999,RG20_25,1
Auto Fire Alarm,2010-10-09,47.627192,-122.35682299999999,RG11,1
Auto Fire Alarm,2010-10-09,47.609122,-122.32801299999998,RG20_25,1
Auto Fire Alarm,2010-10-09,47.608946,-122.33398899999999,RG20_25,1
Auto Fire Alarm,2010-10-09,47.657517999999996,-122.319791,RG03,1
Automatic Fire Alarm Resd,2010-10-09,47.528284,-122.263931,RG10_30,1
Fire in Single Family Res,2010-10-09,47.556667,-122.28073400000001,RG18,1
Automatic Fire Alarm False,2010-10-09,47.610395000000004,-122.316779,RG20_25,1
Auto Fire Alarm,2010-10-09,47.642944,-122.37617,RG12,1
Auto Fire Alarm,2010-10-09,47.625423,-122.34756499999999,RG11,1
Auto Fire Alarm,2010-10-08,47.650265999999995,-122.31051399999998,RG03,0
Rubbish Fire,2010-10-08,47.600883,-122.33418200000001,RG20_25,0
Auto Fire Alarm,2010-10-08,47.616942,-122.330731,RG11,0
Auto Fire Alarm,2010-10-08,47.64756,-122.37886999999999,RG12,0
Auto Fire Alarm,2010-10-08,47.617717999999996,-122.322171,RG20_25,0
Auto Fire Alarm,2010-10-08,47.595741,-122.32506799999999,RG20_25,0
Automatic Fire Alarm False,2010-10-08,47.705341,-122.360768,RG07,0
Auto Fire Alarm,2010-10-08,47.637001,-122.341998,RG11,0
Car Fire,2010-10-08,47.539147,-122.36093799999999,RG17,0
Automatic Fire Alarm Resd,2010-10-08,47.555676,-122.396571,RG14,0
Automatic Fire Alarm Resd,2010-10-08,47.604033,-122.285242,RG20_25,0
Auto Fire Alarm,2010-10-08,47.626284999999996,-122.348596,RG11,0
Auto Fire Alarm,2010-10-08,47.613838,-122.341324,RG11,0
Auto Fire Alarm,2010-10-08,47.533742,-122.37661899999999,RG05,0
Car Fire,2010-10-08,47.536958,-122.270274,RG10_30,0
Auto Fire Alarm,2010-10-08,47.546676,-122.32455,RG16,0
Automatic Fire Alarm Resd,2010-10-08,47.517441999999996,-122.37953700000001,RG05,0
Rubbish Fire,2010-10-07,47.613622,-122.337015,RG11,0
Auto Fire Alarm,2010-10-07,47.533328000000004,-122.29846200000001,RG16,0
Auto Fire Alarm,2010-10-07,47.708356,-122.289374,RG04,0
Auto Fire Alarm,2010-10-07,47.600874,-122.335975,RG20_25,0
Auto Fire Alarm,2010-10-07,47.538952,-122.295797,RG18,0
Auto Fire Alarm,2010-10-07,47.606687,-122.31155,RG20_25,0
Auto Fire Alarm,2010-10-07,47.607265999999996,-122.332451,RG20_25,0
Automatic Fire Alarm False,2010-10-07,47.719601000000004,-122.355539,RG01,0
Car Fire Freeway,2010-10-07,47.524046000000006,-122.33339699999999,RG17,0
Auto Fire Alarm,2010-10-07,47.623133,-122.334195,RG11,0
Automatic Fire Alarm Resd,2010-10-07,47.701164,-122.28934199999999,RG04,0
Automatic Fire Alarm Resd,2010-10-07,47.546887,-122.28335700000001,RG18,0
Auto Fire Alarm,2010-10-07,47.592046,-122.334195,RG20_25,0
Auto Fire Alarm,2010-10-07,47.607299,-122.33708700000001,RG11,0
Automatic Fire Alarm Resd,2010-10-07,47.655798,-122.33985700000001,RG03,0
Automatic Fire Alarm Resd,2010-10-07,47.517441999999996,-122.37953700000001,RG05,0
Automatic Fire Alarm Resd,2010-10-07,47.630257,-122.29902,RG03,0
Automatic Fire Alarm Resd,2010-10-07,47.518985,-122.37816699999999,RG05,0
Automatic Fire Alarm False,2010-10-07,47.559319,-122.38550900000001,RG14,0
Rubbish Fire,2010-10-07,47.610964,-122.340452,RG11,0
Auto Fire Alarm,2010-10-07,47.690597,-122.32030900000001,RG04,0
Auto Fire Alarm,2010-10-07,47.638323,-122.376934,RG12,0
Automatic Fire Alarm Resd,2010-10-06,47.633033000000005,-122.394274,RG12,0
Car Fire,2010-10-06,47.607545,-122.28421200000001,RG20_25,0
Automatic Fire Alarm Resd,2010-10-06,47.623472,-122.302448,RG20_25,0
Auto Fire Alarm,2010-10-06,47.608621,-122.320756,RG20_25,0
Automatic Fire Alarm Resd,2010-10-06,47.64431,-122.35821200000001,RG11,0
Auto Fire Alarm,2010-10-06,47.657426,-122.309724,RG03,0
Car Fire,2010-10-06,47.605166,-122.306339,RG20_25,0
Auto Fire Alarm,2010-10-06,47.618516,-122.304769,RG20_25,0
Automatic Fire Alarm Resd,2010-10-06,47.675929,-122.28088000000001,RG02,0
Auto Fire Alarm,2010-10-06,47.667891,-122.37648600000001,RG08,0
Auto Fire Alarm,2010-10-06,47.708661,-122.333692,RG01,0
Auto Fire Alarm,2010-10-06,47.607828000000005,-122.339105,RG11,0
Auto Fire Alarm,2010-10-06,47.608621,-122.320756,RG20_25,0
Automatic Fire Alarm False,2010-10-06,47.705341,-122.360768,RG07,0
Auto Fire Alarm,2010-10-06,47.657517999999996,-122.319791,RG03,0
Automatic Fire Alarm Resd,2010-10-06,47.633576,-122.366373,RG11,0
Automatic Fire Alarm False,2010-10-06,47.728658,-122.312678,RG01,0
Auto Fire Alarm,2010-10-06,47.612606,-122.34521299999999,RG11,0
Auto Fire Alarm,2010-10-06,47.663385999999996,-122.316355,RG03,0
Auto Fire Alarm,2010-10-06,47.660475,-122.35544399999999,RG09,0
Auto Fire Alarm,2010-10-05,47.63325,-122.37944399999999,RG11,0
Auto Fire Alarm,2010-10-05,47.623243,-122.34758300000001,RG11,0
Auto Fire Alarm,2010-10-05,47.572475,-122.360785,RG15,0
Automatic Fire Alarm Resd,2010-10-05,47.638351,-122.35436999999999,RG11,0
Auto Fire Alarm,2010-10-05,47.623243,-122.34758300000001,RG11,0
Auto Fire Alarm,2010-10-05,47.614391,-122.33831399999998,RG11,0
Auto Fire Alarm,2010-10-05,47.540719,-122.33715500000001,RG16,0
Auto Fire Alarm,2010-10-05,47.568767,-122.370751,RG14,0
Automatic Fire Alarm Resd,2010-10-05,47.686202,-122.36105500000001,RG07,0
Auto Fire Alarm,2010-10-05,47.610396,-122.32732800000001,RG20_25,0
Auto Fire Alarm,2010-10-05,47.615390999999995,-122.349498,RG11,0
Auto Fire Alarm,2010-10-05,47.715826,-122.31255700000001,RG04,0
Automatic Fire Alarm Resd,2010-10-05,47.659402,-122.269085,RG02,0
Dumpster Fire,2010-10-05,47.524204,-122.37396000000001,RG05,0
Auto Fire Alarm,2010-10-05,47.652473,-122.35340900000001,RG09,0
Car Fire Freeway,2010-10-05,47.606476,-122.32931200000002,RG20_25,0
Auto Fire Alarm,2010-10-05,47.609955,-122.328383,RG20_25,0
Auto Fire Alarm,2010-10-05,47.715826,-122.31255700000001,RG04,0
Auto Fire Alarm,2010-10-05,47.622219,-122.33043,RG11,0
Auto Fire Alarm,2010-10-05,47.649159000000004,-122.346878,RG09,0
Auto Fire Alarm,2010-10-05,47.661359000000004,-122.29264199999999,RG03,0
Fire in Building,2010-10-05,47.73104,-122.34776399999998,RG01,0
Automatic Fire Alarm False,2010-10-05,47.661359000000004,-122.29264199999999,RG03,0
Car Fire,2010-10-05,47.683046000000004,-122.311008,RG04,0
Automatic Fire Alarm False,2010-10-05,47.622108000000004,-122.35666100000002,RG11,0
Auto Fire Alarm,2010-10-05,47.591904,-122.32596799999999,RG20_25,0
Automatic Fire Alarm Resd,2010-10-05,47.614173,-122.300097,RG20_25,0
Auto Fire Alarm,2010-10-04,47.667901,-122.327665,RG03,0
Auto Fire Alarm,2010-10-04,47.520903000000004,-122.335824,RG17,0
Auto Fire Alarm,2010-10-04,47.612606,-122.34521299999999,RG11,0
Auto Fire Alarm,2010-10-04,47.612716,-122.345399,RG11,0
Auto Fire Alarm,2010-10-04,47.607026,-122.28943999999998,RG20_25,0
Automatic Fire Alarm False,2010-10-04,47.628085,-122.293967,RG20_25,0
Auto Fire Alarm,2010-10-04,47.607026,-122.28943999999998,RG20_25,0
Auto Fire Alarm,2010-10-04,47.612025,-122.34423100000001,RG11,0
Car Fire,2010-10-04,47.702123,-122.306945,RG04,0
Automatic Fire Alarm False,2010-10-04,47.576894,-122.3214,RG15,0
Automatic Fire Alarm Resd,2010-10-04,47.608385999999996,-122.288325,RG20_25,0
Auto Fire Alarm,2010-10-03,47.603484,-122.33206200000001,RG20_25,1
Auto Fire Alarm,2010-10-03,47.609673,-122.342238,RG11,1
Auto Fire Alarm,2010-10-03,47.571233,-122.291003,RG18,1
Auto Fire Alarm,2010-10-03,47.617908,-122.34823,RG11,1
Auto Fire Alarm,2010-10-03,47.712305,-122.339596,RG01,1
Automatic Fire Alarm Resd,2010-10-03,47.679455,-122.271631,RG02,1
Fire in Single Family Res,2010-10-03,47.517912,-122.27076299999999,RG10_30,1
Automatic Fire Alarm False,2010-10-03,47.571233,-122.291003,RG18,1
Auto Fire Alarm,2010-10-03,47.648812,-122.37488700000002,RG12,1
Auto Fire Alarm,2010-10-03,47.610763,-122.347609,RG11,1
Automatic Fire Alarm Resd,2010-10-03,47.67794,-122.27026799999999,RG02,1
Automatic Fire Alarm Resd,2010-10-03,47.560679,-122.3895,RG14,1
Automatic Fire Alarm Resd,2010-10-03,47.624606,-122.30466399999999,RG20_25,1
Rubbish Fire,2010-10-03,47.57931,-122.38662099999999,RG14,1
Automatic Fire Alarm Resd,2010-10-03,47.610134,-122.293803,RG20_25,1
Automatic Fire Alarm Resd,2010-10-03,47.572948,-122.30171499999999,RG18,1
Auto Fire Alarm,2010-10-03,47.54887,-122.354722,RG15,1
Auto Fire Alarm,2010-10-03,47.617882,-122.302573,RG20_25,1
Auto Fire Alarm,2010-10-03,47.703266,-122.333904,RG04,1
Auto Fire Alarm,2010-10-03,47.614791,-122.34494,RG11,1
Auto Fire Alarm,2010-10-03,47.655393,-122.312148,RG03,1
Auto Fire Alarm,2010-10-03,47.650742,-122.30800900000001,RG03,1
Auto Fire Alarm,2010-10-03,47.620338000000004,-122.302498,RG20_25,1
Car Fire,2010-10-03,47.666428,-122.311916,RG03,1
Automatic Fire Alarm Resd,2010-10-02,47.521297,-122.27574399999999,RG10_30,1
Automatic Fire Alarm Resd,2010-10-02,47.583133000000004,-122.397254,RG14,1
Fire in Building,2010-10-02,47.627745000000004,-122.33213,RG11,1
Auto Fire Alarm,2010-10-02,47.601721999999995,-122.334167,RG20_25,1
Fire in Single Family Res,2010-10-02,47.511848,-122.273917,RG10_30,1
Auto Fire Alarm,2010-10-02,47.603484,-122.33206200000001,RG20_25,1
Auto Fire Alarm,2010-10-02,47.650416,-122.36132099999999,RG09,1
Auto Fire Alarm,2010-10-02,47.618497,-122.327854,RG11,1
Rubbish Fire,2010-10-02,47.663057,-122.309683,RG03,1
Automatic Fire Alarm Resd,2010-10-02,47.705356,-122.351428,RG01,1
Auto Fire Alarm,2010-10-02,47.609994,-122.346301,RG11,1
Fire in Building,2010-10-02,47.679559999999995,-122.305256,RG04,1
Auto Fire Alarm,2010-10-02,47.706854,-122.336206,RG01,1
Automatic Fire Alarm Resd,2010-10-02,47.527968,-122.350578,RG17,1
Auto Fire Alarm,2010-10-02,47.610903,-122.326571,RG20_25,1
Auto Fire Alarm,2010-10-01,47.656231,-122.36208300000001,RG09,0
Auto Fire Alarm,2010-10-01,47.65153,-122.38873899999999,RG12,0
Automatic Fire Alarm False,2010-10-01,47.623416999999996,-122.33043700000002,RG11,0
Auto Fire Alarm,2010-10-01,47.601718,-122.331581,RG20_25,0
Auto Fire Alarm,2010-10-01,47.691096,-122.40270100000001,RG07,0
Automatic Fire Alarm Resd,2010-10-01,47.597869,-122.299925,RG20_25,0
Automatic Fire Alarm False,2010-10-01,47.612443,-122.33898400000001,RG11,0
Auto Fire Alarm,2010-10-01,47.620814,-122.332852,RG11,0
Automatic Fire Alarm Resd,2010-10-01,47.672451,-122.28084,RG02,0
Auto Fire Alarm,2010-10-01,47.609846999999995,-122.34084299999999,RG11,0
Auto Fire Alarm,2010-10-01,47.626321999999995,-122.348863,RG11,0
Auto Fire Alarm,2010-10-01,47.54851,-122.316027,RG16,0
Auto Fire Alarm,2010-10-01,47.675775,-122.302742,RG04,0
Auto Fire Alarm,2010-10-01,47.559314,-122.38418899999999,RG14,0
Auto Fire Alarm,2010-10-01,47.65635,-122.32349599999999,RG03,0
Rubbish Fire,2010-10-01,47.614973,-122.32858,RG20_25,0
Auto Fire Alarm,2010-10-01,47.687101,-122.37679399999999,RG07,0
Auto Fire Alarm,2010-10-01,47.613285999999995,-122.316767,RG20_25,0
Auto Fire Alarm,2010-10-01,47.657727,-122.38741,RG08,0
Auto Fire Alarm,2010-10-01,47.562728,-122.29469499999999,RG18,0
Auto Fire Alarm,2010-10-01,47.661621000000004,-122.31198799999999,RG03,0
Fire in Single Family Res,2010-10-01,47.501346000000005,-122.26229099999999,RG10_30,0
Fire in Single Family Res,2010-10-01,47.678028999999995,-122.31549199999999,RG04,0
Auto Fire Alarm,2010-10-01,47.610334,-122.341397,RG11,0
Auto Fire Alarm,2010-09-30,47.63325,-122.37956499999999,RG11,0
Auto Fire Alarm,2010-09-30,47.656013,-122.3157,RG03,0
Automatic Fire Alarm False,2010-09-30,47.577302,-122.335127,RG15,0
Auto Fire Alarm,2010-09-30,47.608878000000004,-122.336996,RG11,0
Auto Fire Alarm,2010-09-30,47.611543,-122.330225,RG20_25,0
Auto Fire Alarm,2010-09-30,47.616451,-122.314031,RG20_25,0
Auto Fire Alarm,2010-09-30,47.655305,-122.307943,RG03,0
Automatic Fire Alarm Resd,2010-09-30,47.672537,-122.27791599999999,RG02,0
Automatic Fire Alarm False,2010-09-30,47.680621,-122.32475900000001,RG04,0
Auto Fire Alarm,2010-09-30,47.597309,-122.30636299999999,RG20_25,0
Auto Fire Alarm,2010-09-30,47.577302,-122.335127,RG15,0
Auto Fire Alarm,2010-09-30,47.555096999999996,-122.27537,RG18,0
Automatic Fire Alarm False,2010-09-30,47.529462,-122.328267,RG16,0
Automatic Fire Alarm Resd,2010-09-30,47.525599,-122.317245,RG16,0
Auto Fire Alarm,2010-09-30,47.65635,-122.32349599999999,RG03,0
Auto Fire Alarm,2010-09-30,47.677564000000004,-122.323912,RG04,0
Automatic Fire Alarm Resd,2010-09-30,47.517441999999996,-122.37953700000001,RG05,0
Automatic Fire Alarm Resd,2010-09-30,47.64176,-122.39418300000001,RG12,0
Auto Fire Alarm,2010-09-30,47.595693,-122.33327299999999,RG20_25,0
Automatic Fire Alarm Resd,2010-09-30,47.661274,-122.27055,RG02,0
Automatic Fire Alarm Resd,2010-09-30,47.529465,-122.392723,RG05,0
Auto Fire Alarm,2010-09-30,47.58272,-122.38511299999999,RG14,0
Fire in Single Family Res,2010-09-30,47.677859999999995,-122.356417,RG09,0
Auto Fire Alarm,2010-09-30,47.659762,-122.32083600000001,RG03,0
Auto Fire Alarm,2010-09-30,47.595693,-122.33327299999999,RG20_25,0
Auto Fire Alarm,2010-09-30,47.662202,-122.37398,RG09,0
Fire in Building,2010-09-29,47.712345,-122.355508,RG01,0
Auto Fire Alarm,2010-09-29,47.523041,-122.313356,RG16,0
Auto Fire Alarm,2010-09-29,47.681622999999995,-122.32281599999999,RG04,0
Automatic Fire Alarm Resd,2010-09-29,47.521297,-122.27574399999999,RG10_30,0
Automatic Fire Alarm False,2010-09-29,47.613555,-122.346818,RG11,0
Auto Fire Alarm,2010-09-29,47.663064,-122.299851,RG03,0
Automatic Fire Alarm False,2010-09-29,47.709396999999996,-122.309982,RG04,0
Auto Fire Alarm,2010-09-29,47.611672,-122.33648400000001,RG11,0
Automatic Fire Alarm False,2010-09-29,47.690519,-122.33644,RG04,0
Auto Fire Alarm,2010-09-29,47.607617,-122.33430600000001,RG20_25,0
Auto Fire Alarm,2010-09-29,47.726853999999996,-122.337217,RG01,0
Auto Fire Alarm,2010-09-29,47.618248,-122.35078700000001,RG11,0
Automatic Fire Alarm Resd,2010-09-29,47.562078,-122.287632,RG18,0
Auto Fire Alarm,2010-09-29,47.650265999999995,-122.31051399999998,RG03,0
Auto Fire Alarm,2010-09-29,47.613555,-122.346818,RG11,0
Auto Fire Alarm,2010-09-29,47.601721999999995,-122.334442,RG20_25,0
Automatic Fire Alarm Resd,2010-09-29,47.579196,-122.390689,RG14,0
Dumpster Fire,2010-09-29,47.664901,-122.313074,RG03,0
Automatic Fire Alarm Resd,2010-09-29,47.635954,-122.36683000000001,RG11,0
Auto Fire Alarm,2010-09-29,47.671478,-122.31736399999998,RG03,0
Auto Fire Alarm,2010-09-29,47.661533,-122.320727,RG03,0
Auto Fire Alarm,2010-09-29,47.576648999999996,-122.386725,RG14,0
Auto Fire Alarm,2010-09-29,47.726864,-122.34801200000001,RG01,0
Car Fire,2010-09-28,47.73413,-122.355571,RG01,0
Auto Fire Alarm,2010-09-28,47.568767,-122.370751,RG14,0
Auto Fire Alarm,2010-09-28,47.60828,-122.33474199999999,RG20_25,0
Auto Fire Alarm,2010-09-28,47.661533,-122.320727,RG03,0
Automatic Fire Alarm Resd,2010-09-28,47.692408,-122.273875,RG02,0
Auto Fire Alarm,2010-09-28,47.629844,-122.342303,RG11,0
Auto Fire Alarm,2010-09-28,47.591904,-122.32596799999999,RG20_25,0
Auto Fire Alarm,2010-09-28,47.653873,-122.30966299999999,RG03,0
Fire in Building,2010-09-28,47.666825,-122.28083000000001,RG02,0
Rubbish Fire,2010-09-28,47.603698,-122.329187,RG20_25,0
Automatic Fire Alarm Resd,2010-09-28,47.660574,-122.276205,RG02,0
Auto Fire Alarm,2010-09-28,47.620061,-122.34108400000001,RG11,0
Auto Fire Alarm,2010-09-28,47.607617,-122.33430600000001,RG20_25,0
Auto Fire Alarm,2010-09-28,47.608665,-122.329131,RG20_25,0
Car Fire Freeway,2010-09-28,47.708628999999995,-122.32863400000001,RG01,0
Auto Fire Alarm,2010-09-28,47.606176,-122.310249,RG20_25,0
Auto Fire Alarm,2010-09-28,47.650265999999995,-122.31051399999998,RG03,0
Auto Fire Alarm,2010-09-28,47.580822,-122.312101,RG20_25,0
Auto Fire Alarm,2010-09-28,47.54887,-122.354722,RG15,0
Auto Fire Alarm,2010-09-28,47.583591,-122.321395,RG20_25,0
Auto Fire Alarm,2010-09-28,47.623464,-122.319902,RG20_25,0
Automatic Fire Alarm False,2010-09-28,47.67092,-122.390583,RG08,0
Auto Fire Alarm,2010-09-28,47.610397999999996,-122.31021000000001,RG20_25,0
Auto Fire Alarm,2010-09-28,47.609955,-122.328383,RG20_25,0
Auto Fire Alarm,2010-09-28,47.613977,-122.343441,RG11,0
Auto Fire Alarm,2010-09-28,47.653625,-122.31664099999999,RG03,0
Auto Fire Alarm,2010-09-27,47.598293,-122.33466999999999,RG20_25,0
Auto Fire Alarm,2010-09-27,47.588414,-122.309467,RG20_25,0
Auto Fire Alarm,2010-09-27,47.568767,-122.370751,RG14,0
Auto Fire Alarm,2010-09-27,47.67595,-122.32961100000001,RG09,0
Auto Fire Alarm,2010-09-27,47.613977,-122.343441,RG11,0
Auto Fire Alarm,2010-09-27,47.633262,-122.34062,RG11,0
Auto Fire Alarm,2010-09-27,47.601672,-122.305031,RG20_25,0
Auto Fire Alarm,2010-09-27,47.656734,-122.304797,RG03,0
Auto Fire Alarm,2010-09-27,47.52101,-122.269997,RG10_30,0
Auto Fire Alarm,2010-09-27,47.521021999999995,-122.365894,RG17,0
Auto Fire Alarm,2010-09-27,47.554125,-122.32688200000001,RG15,0
Auto Fire Alarm,2010-09-27,47.608946,-122.33398899999999,RG20_25,0
Automatic Fire Alarm Resd,2010-09-27,47.551947,-122.381654,RG15,0
Auto Fire Alarm,2010-09-27,47.614090000000004,-122.33759199999999,RG11,0
Auto Fire Alarm,2010-09-27,47.661386,-122.33831299999999,RG09,0
Auto Fire Alarm,2010-09-27,47.6197,-122.33717,RG11,0
Auto Fire Alarm,2010-09-27,47.611557,-122.33019099999999,RG20_25,0
Auto Fire Alarm,2010-09-27,47.609402,-122.33286399999999,RG20_25,0
Automatic Fire Alarm Resd,2010-09-27,47.716535,-122.356981,RG01,0
Automatic Fire Alarm False,2010-09-27,47.605194,-122.302803,RG20_25,0
Auto Fire Alarm,2010-09-27,47.59415,-122.32905,RG20_25,0
Auto Fire Alarm,2010-09-27,47.608928000000006,-122.337043,RG11,0
Auto Fire Alarm,2010-09-27,47.608725,-122.34024199999999,RG11,0
Auto Fire Alarm,2010-09-27,47.723223,-122.351624,RG01,0
Auto Fire Alarm,2010-09-27,47.609159999999996,-122.33263999999998,RG20_25,0
Auto Fire Alarm,2010-09-27,47.611557,-122.33019099999999,RG20_25,0
Automatic Fire Alarm Resd,2010-09-27,47.626867,-122.282629,RG20_25,0
Automatic Fire Alarm Resd,2010-09-27,47.504595,-122.267501,RG10_30,0
Auto Fire Alarm,2010-09-27,47.667252000000005,-122.380052,RG08,0
Auto Fire Alarm,2010-09-27,47.609827,-122.334796,RG11,0
Auto Fire Alarm,2010-09-27,47.722081,-122.34036499999999,RG01,0
Auto Fire Alarm,2010-09-27,47.605146999999995,-122.30278999999999,RG20_25,0
Automatic Fire Alarm Resd,2010-09-27,47.551947,-122.381654,RG15,0
Auto Fire Alarm,2010-09-27,47.584234,-122.299024,RG20_25,0
Automatic Fire Alarm Resd,2010-09-27,47.613209000000005,-122.306238,RG20_25,0
Auto Fire Alarm,2010-09-27,47.615914000000004,-122.348823,RG11,0
Fire in Single Family Res,2010-09-27,47.533631,-122.35773600000002,RG17,0
Auto Fire Alarm,2010-09-27,47.723223,-122.351624,RG01,0
