Type,Datetime,Latitude,Longitude,C_gauge,Off_Day
Auto Fire Alarm,2010-12-27,47.639557,-122.39991,RG12,0
Automatic Fire Alarm Resd,2010-12-27,47.573547999999995,-122.29856000000001,RG18,0
Automatic Fire Alarm Resd,2010-12-27,47.643392999999996,-122.31959599999999,RG03,0
Automatic Fire Alarm Resd,2010-12-27,47.544717,-122.383156,RG05,0
Chimney Fire,2010-12-27,47.701801,-122.27413500000002,RG02,0
Car Fire,2010-12-27,47.733891,-122.307344,RG01,0
Automatic Fire Alarm False,2010-12-26,47.719638,-122.355539,RG01,1
Automatic Fire Alarm Resd,2010-12-26,47.645055,-122.383265,RG12,1
Auto Fire Alarm,2010-12-26,47.553402,-122.279146,RG18,1
Auto Fire Alarm,2010-12-26,47.581888,-122.335125,RG15,1
Auto Fire Alarm,2010-12-26,47.613053,-122.3299,RG20_25,1
Auto Fire Alarm,2010-12-26,47.610282,-122.341334,RG11,1
Auto Fire Alarm,2010-12-26,47.605126,-122.33049399999999,RG20_25,1
Automatic Fire Alarm Resd,2010-12-26,47.597484,-122.30866999999999,RG20_25,1
Auto Fire Alarm,2010-12-26,47.657318,-122.31323300000001,RG03,1
Fire in Single Family Res,2010-12-26,47.640309,-122.358246,RG11,1
Auto Fire Alarm,2010-12-26,47.498333,-122.26388899999999,RG10_30,1
Automatic Fire Alarm Resd,2010-12-26,47.692358,-122.337958,RG04,1
Rubbish Fire,2010-12-26,47.594583,-122.30116799999999,RG20_25,1
Auto Fire Alarm,2010-12-26,47.538872,-122.28474399999999,RG18,1
Automatic Fire Alarm Resd,2010-12-26,47.72906,-122.35825,RG01,1
Auto Fire Alarm,2010-12-26,47.657318,-122.31323300000001,RG03,1
Automatic Fire Alarm Resd,2010-12-26,47.645628,-122.317074,RG03,1
Auto Fire Alarm,2010-12-26,47.723221,-122.349217,RG01,1
Automatic Fire Alarm Resd,2010-12-25,47.509538,-122.25236399999999,RG10_30,1
Automatic Fire Alarm Resd,2010-12-25,47.528584,-122.285956,RG10_30,1
Auto Fire Alarm,2010-12-25,47.678069,-122.36148999999999,RG09,1
Automatic Fire Alarm Resd,2010-12-25,47.72906,-122.35825,RG01,1
Automatic Fire Alarm Resd,2010-12-25,47.539657,-122.378373,RG05,1
Automatic Fire Alarm Resd,2010-12-25,47.499337,-122.265496,RG10_30,1
Automatic Fire Alarm Resd,2010-12-25,47.656273999999996,-122.27724099999999,RG03,1
Fire in Building,2010-12-25,47.610972,-122.340465,RG11,1
Dumpster Fire,2010-12-25,47.689113,-122.355301,RG07,1
Car Fire Freeway,2010-12-25,47.597676,-122.320163,RG20_25,1
Auto Fire Alarm,2010-12-25,47.616815,-122.311453,RG20_25,1
Auto Fire Alarm,2010-12-25,47.581888,-122.335125,RG15,1
Auto Fire Alarm,2010-12-25,47.598138,-122.32506000000001,RG20_25,1
Auto Fire Alarm,2010-12-25,47.612714000000004,-122.33398999999999,RG11,1
Auto Fire Alarm,2010-12-25,47.523056,-122.319795,RG16,1
Auto Fire Alarm,2010-12-25,47.612714000000004,-122.33398999999999,RG11,1
Auto Fire Alarm,2010-12-25,47.614027,-122.34781299999999,RG11,1
Automatic Fire Alarm False,2010-12-25,47.69681,-122.327101,RG04,1
Automatic Fire Alarm Resd,2010-12-25,47.55539,-122.295395,RG18,1
Automatic Fire Alarm False,2010-12-25,47.712319,-122.34481399999999,RG01,1
Fire in Single Family Res,2010-12-25,47.549126,-122.373675,RG15,1
Automatic Fire Alarm Resd,2010-12-24,47.731142,-122.30560200000001,RG01,1
Automatic Fire Alarm Resd,2010-12-24,47.681551,-122.267979,RG02,1
Automatic Fire Alarm Resd,2010-12-24,47.50946,-122.252365,RG10_30,1
Auto Fire Alarm,2010-12-24,47.61585,-122.336428,RG11,1
Fire in Building,2010-12-24,47.689174,-122.365997,RG07,1
Automatic Fire Alarm False,2010-12-24,47.593311,-122.29648799999998,RG20_25,1
Automatic Fire Alarm False,2010-12-24,47.713747,-122.34483700000001,RG01,1
Automatic Fire Alarm False,2010-12-24,47.690595,-122.35530200000001,RG07,1
Auto Fire Alarm,2010-12-24,47.60816,-122.325598,RG20_25,1
Auto Fire Alarm,2010-12-24,47.604281,-122.337396,RG20_25,1
Auto Fire Alarm,2010-12-24,47.523056,-122.319795,RG16,1
Auto Fire Alarm,2010-12-24,47.713747,-122.34483700000001,RG01,1
Car Fire Freeway,2010-12-24,47.616393,-122.32915600000001,RG20_25,1
Auto Fire Alarm,2010-12-23,47.706119,-122.33260700000001,RG04,0
Auto Fire Alarm,2010-12-23,47.659940999999996,-122.315478,RG03,0
Automatic Fire Alarm Resd,2010-12-23,47.619091999999995,-122.286464,RG20_25,0
Automatic Fire Alarm False,2010-12-23,47.625506,-122.343547,RG11,0
Automatic Fire Alarm Resd,2010-12-23,47.643188,-122.41651200000001,RG12,0
Auto Fire Alarm,2010-12-23,47.692436,-122.35532099999999,RG07,0
Auto Fire Alarm,2010-12-23,47.609846999999995,-122.34084299999999,RG11,0
Auto Fire Alarm,2010-12-23,47.663074,-122.30516399999999,RG03,0
Auto Fire Alarm,2010-12-23,47.576894,-122.3214,RG15,0
Automatic Fire Alarm Resd,2010-12-23,47.649732,-122.40361000000001,RG12,0
Auto Fire Alarm,2010-12-23,47.620024,-122.324013,RG20_25,0
Auto Fire Alarm,2010-12-23,47.612699,-122.334024,RG11,0
Auto Fire Alarm,2010-12-23,47.638338,-122.304002,RG03,0
Auto Fire Alarm,2010-12-23,47.703635,-122.35543799999999,RG07,0
Automatic Fire Alarm False,2010-12-23,47.560584000000006,-122.288822,RG18,0
Auto Fire Alarm,2010-12-22,47.608965999999995,-122.341682,RG11,0
Car Fire,2010-12-22,47.664381,-122.36618899999999,RG09,0
Auto Fire Alarm,2010-12-22,47.659302000000004,-122.30677299999999,RG03,0
Auto Fire Alarm,2010-12-22,47.597475,-122.33419099999999,RG20_25,0
Fire in Building,2010-12-22,47.613429,-122.350571,RG11,0
Auto Fire Alarm,2010-12-22,47.610321,-122.341385,RG11,0
Auto Fire Alarm,2010-12-22,47.681281,-122.326897,RG04,0
Auto Fire Alarm,2010-12-22,47.625506,-122.343547,RG11,0
Auto Fire Alarm,2010-12-22,47.586615,-122.377455,RG14,0
Auto Fire Alarm,2010-12-22,47.610874,-122.3478,RG11,0
Auto Fire Alarm,2010-12-22,47.544653000000004,-122.372534,RG05,0
Auto Fire Alarm,2010-12-22,47.600194,-122.330541,RG20_25,0
Chimney Fire,2010-12-22,47.708359,-122.28269099999999,RG04,0
Automatic Fire Alarm Resd,2010-12-22,47.714211,-122.34901299999999,RG01,0
Auto Fire Alarm,2010-12-22,47.605227,-122.32074899999999,RG20_25,0
Auto Fire Alarm,2010-12-22,47.603588,-122.322949,RG20_25,0
Auto Fire Alarm,2010-12-22,47.625039,-122.360626,RG11,0
Auto Fire Alarm,2010-12-22,47.523056,-122.319795,RG16,0
Automatic Fire Alarm Resd,2010-12-22,47.504306,-122.380578,RG05,0
Fire in Single Family Res,2010-12-22,47.546057,-122.28563100000001,RG18,0
Fire in Single Family Res,2010-12-22,47.546058,-122.285452,RG18,0
Car Fire,2010-12-22,47.546981,-122.30793700000001,RG16,0
Auto Fire Alarm,2010-12-22,47.610516,-122.32468100000001,RG20_25,0
Auto Fire Alarm,2010-12-22,47.601718,-122.331581,RG20_25,0
Auto Fire Alarm,2010-12-22,47.640875,-122.31795,RG03,0
Car Fire,2010-12-22,47.546065000000006,-122.286469,RG18,0
Auto Fire Alarm,2010-12-21,47.616815,-122.311453,RG20_25,0
Auto Fire Alarm,2010-12-21,47.661306,-122.31873300000001,RG03,0
Auto Fire Alarm,2010-12-21,47.712305,-122.339596,RG01,0
Automatic Fire Alarm False,2010-12-21,47.679460999999996,-122.32275600000001,RG04,0
Auto Fire Alarm,2010-12-21,47.608789,-122.32924399999999,RG20_25,0
Automatic Fire Alarm Resd,2010-12-21,47.527978999999995,-122.35185200000001,RG17,0
Automatic Fire Alarm Resd,2010-12-21,47.502702,-122.38271200000001,RG05,0
Auto Fire Alarm,2010-12-21,47.637412,-122.340502,RG11,0
Auto Fire Alarm,2010-12-21,47.611478999999996,-122.327097,RG20_25,0
Auto Fire Alarm,2010-12-21,47.609994,-122.346301,RG11,0
Auto Fire Alarm,2010-12-21,47.631249,-122.390204,RG12,0
Auto Fire Alarm,2010-12-21,47.642567,-122.376038,RG12,0
Auto Fire Alarm,2010-12-21,47.63325,-122.37956499999999,RG11,0
Auto Fire Alarm,2010-12-21,47.708611,-122.32595500000001,RG04,0
Auto Fire Alarm,2010-12-21,47.616989000000004,-122.33081100000001,RG11,0
Auto Fire Alarm,2010-12-21,47.612714000000004,-122.33398999999999,RG11,0
Auto Fire Alarm,2010-12-21,47.708611,-122.32595500000001,RG04,0
Auto Fire Alarm,2010-12-21,47.661286,-122.30838100000001,RG03,0
Car Fire,2010-12-21,47.630153,-122.32682199999999,RG11,0
Automatic Fire Alarm Resd,2010-12-21,47.514536,-122.37319199999999,RG05,0
Auto Fire Alarm,2010-12-21,47.73104,-122.34776399999998,RG01,0
Auto Fire Alarm,2010-12-21,47.666542,-122.31418500000001,RG03,0
Auto Fire Alarm,2010-12-21,47.590956,-122.39252900000001,RG14,0
Auto Fire Alarm,2010-12-21,47.579146,-122.305365,RG20_25,0
Auto Fire Alarm,2010-12-21,47.669422999999995,-122.361857,RG09,0
Auto Fire Alarm,2010-12-20,47.646887,-122.355201,RG09,0
Auto Fire Alarm,2010-12-20,47.646538,-122.325172,RG03,0
Auto Fire Alarm,2010-12-20,47.599184,-122.32096100000001,RG20_25,0
Auto Fire Alarm,2010-12-20,47.537037,-122.28450600000001,RG18,0
Auto Fire Alarm,2010-12-20,47.609932,-122.33796000000001,RG11,0
Auto Fire Alarm,2010-12-20,47.572163,-122.296173,RG18,0
Auto Fire Alarm,2010-12-20,47.600289000000004,-122.30223600000001,RG20_25,0
Auto Fire Alarm,2010-12-20,47.661386,-122.340654,RG09,0
Auto Fire Alarm,2010-12-20,47.608533,-122.327474,RG20_25,0
Auto Fire Alarm,2010-12-20,47.60828,-122.33474199999999,RG20_25,0
Auto Fire Alarm,2010-12-20,47.523056,-122.319795,RG16,0
Auto Fire Alarm,2010-12-20,47.537471000000004,-122.32258300000001,RG16,0
Auto Fire Alarm,2010-12-20,47.624922,-122.36193200000001,RG11,0
Auto Fire Alarm,2010-12-20,47.610972,-122.340465,RG11,0
Auto Fire Alarm,2010-12-20,47.616341999999996,-122.326788,RG20_25,0
Auto Fire Alarm,2010-12-20,47.614067,-122.32336799999999,RG20_25,0
Automatic Fire Alarm Resd,2010-12-20,47.543087,-122.39001999999999,RG05,0
Auto Fire Alarm,2010-12-20,47.621989,-122.33373999999999,RG11,0
Car Fire,2010-12-19,47.662127000000005,-122.335168,RG03,1
Automatic Fire Alarm Resd,2010-12-19,47.719925,-122.366375,RG01,1
Auto Fire Alarm,2010-12-18,47.610972,-122.340465,RG11,1
Auto Fire Alarm,2010-12-18,47.664393,-122.283353,RG02,1
Automatic Fire Alarm Resd,2010-12-18,47.696987,-122.38861599999998,RG07,1
Auto Fire Alarm,2010-12-18,47.561849,-122.310818,RG18,1
Fire in Single Family Res,2010-12-18,47.551102,-122.333701,RG15,1
Auto Fire Alarm,2010-12-18,47.620961,-122.361282,RG11,1
Auto Fire Alarm,2010-12-18,47.561849,-122.310818,RG18,1
Auto Fire Alarm,2010-12-18,47.611785999999995,-122.33985700000001,RG11,1
Auto Fire Alarm,2010-12-18,47.632298999999996,-122.34495600000001,RG11,1
Auto Fire Alarm,2010-12-18,47.667491999999996,-122.39878999999999,RG08,1
Automatic Fire Alarm Resd,2010-12-18,47.646513,-122.387556,RG12,1
Auto Fire Alarm,2010-12-18,47.659446,-122.38873999999998,RG08,1
Auto Fire Alarm,2010-12-18,47.642567,-122.376038,RG12,1
Auto Fire Alarm,2010-12-18,47.652928,-122.357499,RG09,1
Auto Fire Alarm,2010-12-18,47.523056,-122.319795,RG16,1
Rubbish Fire,2010-12-18,47.685058000000005,-122.37678600000001,RG07,1
Auto Fire Alarm,2010-12-18,47.602813,-122.33144899999999,RG20_25,1
Auto Fire Alarm,2010-12-18,47.648964,-122.364843,RG09,1
Auto Fire Alarm,2010-12-18,47.678556,-122.32683700000001,RG04,1
Auto Fire Alarm,2010-12-18,47.601683,-122.31155600000001,RG20_25,1
Auto Fire Alarm,2010-12-18,47.630938,-122.277721,RG20_25,1
Auto Fire Alarm,2010-12-18,47.66005,-122.312025,RG03,1
Auto Fire Alarm,2010-12-18,47.663234,-122.315261,RG03,1
Auto Fire Alarm,2010-12-18,47.588437,-122.315855,RG20_25,1
Automatic Fire Alarm Resd,2010-12-18,47.678042,-122.39346200000001,RG08,1
Auto Fire Alarm,2010-12-18,47.6554,-122.317328,RG03,1
Auto Fire Alarm,2010-12-18,47.657817,-122.35332199999999,RG09,1
Auto Fire Alarm,2010-12-17,47.665043,-122.37121100000002,RG09,0
Tranformer Fire,2010-12-17,47.732314,-122.350209,RG01,0
Auto Fire Alarm,2010-12-17,47.661384999999996,-122.305472,RG03,0
Auto Fire Alarm,2010-12-17,47.615025,-122.353269,RG11,0
Auto Fire Alarm,2010-12-17,47.581756,-122.32139699999999,RG15,0
Automatic Fire Alarm False,2010-12-17,47.650464,-122.349461,RG09,0
Auto Fire Alarm,2010-12-17,47.601718,-122.331581,RG20_25,0
Auto Fire Alarm,2010-12-17,47.573583,-122.389421,RG14,0
Automatic Fire Alarm Resd,2010-12-17,47.657971999999994,-122.35725900000001,RG09,0
Auto Fire Alarm,2010-12-17,47.548297999999996,-122.37161100000002,RG15,0
Auto Fire Alarm,2010-12-17,47.61392,-122.35140200000001,RG11,0
Auto Fire Alarm,2010-12-17,47.5944,-122.329048,RG20_25,0
Auto Fire Alarm,2010-12-17,47.648964,-122.364843,RG09,0
Auto Fire Alarm,2010-12-17,47.599968,-122.328965,RG20_25,0
Auto Fire Alarm,2010-12-17,47.631249,-122.390204,RG12,0
Auto Fire Alarm,2010-12-17,47.615590000000005,-122.310151,RG20_25,0
Automatic Fire Alarm Resd,2010-12-17,47.609113,-122.303715,RG20_25,0
Automatic Fire Alarm False,2010-12-17,47.615283000000005,-122.31409099999999,RG20_25,0
Auto Fire Alarm,2010-12-17,47.657792,-122.34999499999999,RG09,0
Auto Fire Alarm,2010-12-17,47.693115999999996,-122.305476,RG04,0
Auto Fire Alarm,2010-12-17,47.712305,-122.339596,RG01,0
Auto Fire Alarm,2010-12-17,47.599191999999995,-122.32598,RG20_25,0
Fire Response Freeway,2010-12-17,47.592573,-122.32180600000001,RG20_25,0
Automatic Fire Alarm Resd,2010-12-17,47.614136,-122.292451,RG20_25,0
Automatic Fire Alarm Resd,2010-12-17,47.55043,-122.290489,RG18,0
Auto Fire Alarm,2010-12-16,47.672148,-122.292547,RG02,0
Auto Fire Alarm,2010-12-16,47.649821,-122.35128700000001,RG09,0
Auto Fire Alarm,2010-12-16,47.606835,-122.338197,RG11,0
Auto Fire Alarm,2010-12-16,47.605657,-122.338654,RG11,0
Automatic Fire Alarm Resd,2010-12-16,47.630171999999995,-122.287749,RG20_25,0
Auto Fire Alarm,2010-12-16,47.548299,-122.37188200000001,RG15,0
Auto Fire Alarm,2010-12-16,47.603333,-122.330278,RG20_25,0
Automatic Fire Alarm Resd,2010-12-16,47.533516,-122.367475,RG17,0
Auto Fire Alarm,2010-12-16,47.567301,-122.37095500000001,RG15,0
Auto Fire Alarm,2010-12-16,47.561926,-122.376204,RG15,0
Auto Fire Alarm,2010-12-16,47.614317,-122.31683899999999,RG20_25,0
Auto Fire Alarm,2010-12-16,47.61015,-122.333556,RG20_25,0
Auto Fire Alarm,2010-12-16,47.632329,-122.37571799999999,RG11,0
Automatic Fire Alarm Resd,2010-12-16,47.632536,-122.36370500000001,RG11,0
Fire in Single Family Res,2010-12-16,47.684749,-122.354992,RG09,0
Auto Fire Alarm,2010-12-16,47.73104,-122.34776399999998,RG01,0
Auto Fire Alarm,2010-12-16,47.66162,-122.30724,RG03,0
Auto Fire Alarm,2010-12-16,47.604413,-122.329842,RG20_25,0
Auto Fire Alarm,2010-12-16,47.612071,-122.33224399999999,RG20_25,0
Auto Fire Alarm,2010-12-16,47.656734,-122.304797,RG03,0
Automatic Fire Alarm Resd,2010-12-16,47.660363000000004,-122.33374099999999,RG03,0
Automatic Fire Alarm Resd,2010-12-16,47.68503,-122.38013899999999,RG07,0
Auto Fire Alarm,2010-12-16,47.677287,-122.323169,RG04,0
Automatic Fire Alarm Resd,2010-12-16,47.693517,-122.36111000000001,RG07,0
Automatic Fire Alarm Resd,2010-12-16,47.673926,-122.40351799999999,RG08,0
Auto Fire Alarm,2010-12-16,47.620034999999994,-122.34351299999999,RG11,0
Auto Fire Alarm,2010-12-16,47.667491999999996,-122.39878999999999,RG08,0
Ship Fire 50'on Shore/Pier,2010-12-15,47.655243,-122.37995900000001,RG12,0
Chimney Fire,2010-12-15,47.636986,-122.405301,RG12,0
Auto Fire Alarm,2010-12-15,47.616408,-122.32788400000001,RG20_25,0
Auto Fire Alarm,2010-12-15,47.66662,-122.383448,RG08,0
Auto Fire Alarm,2010-12-15,47.572139,-122.31479499999999,RG15,0
Auto Fire Alarm,2010-12-15,47.609421000000005,-122.30892,RG20_25,0
Fire in Single Family Res,2010-12-15,47.696422999999996,-122.39601100000002,RG07,0
Auto Fire Alarm,2010-12-15,47.618002000000004,-122.329183,RG11,0
Automatic Fire Alarm Resd,2010-12-15,47.529909,-122.35505500000001,RG17,0
Auto Fire Alarm,2010-12-15,47.606088,-122.33290900000001,RG20_25,0
Automatic Fire Alarm False,2010-12-15,47.686674,-122.30086899999999,RG04,0
Automatic Fire Alarm Resd,2010-12-15,47.672232,-122.29023500000001,RG02,0
Auto Fire Alarm,2010-12-15,47.588027000000004,-122.386277,RG14,0
Auto Fire Alarm,2010-12-15,47.635088,-122.370364,RG11,0
Automatic Fire Alarm Resd,2010-12-15,47.566094,-122.27199399999999,RG18,0
Auto Fire Alarm,2010-12-14,47.63325,-122.37956499999999,RG11,0
Automatic Fire Alarm False,2010-12-14,47.691294,-122.34671000000002,RG07,0
Auto Fire Alarm,2010-12-14,47.592046,-122.334195,RG20_25,0
Automatic Fire Alarm Resd,2010-12-14,47.632382,-122.348441,RG11,0
Auto Fire Alarm,2010-12-14,47.656978,-122.31781699999999,RG03,0
Fire in Building,2010-12-14,47.609846999999995,-122.34084299999999,RG11,0
Auto Fire Alarm,2010-12-14,47.604413,-122.329842,RG20_25,0
Auto Fire Alarm,2010-12-14,47.579699,-122.29917900000001,RG20_25,0
Automatic Fire Alarm Resd,2010-12-14,47.7093,-122.27901299999999,RG02,0
Auto Fire Alarm,2010-12-14,47.601714,-122.328966,RG20_25,0
Auto Fire Alarm,2010-12-14,47.603588,-122.322949,RG20_25,0
Auto Fire Alarm,2010-12-14,47.649588,-122.34973500000001,RG09,0
Auto Fire Alarm,2010-12-14,47.616354,-122.35155,RG11,0
Auto Fire Alarm,2010-12-14,47.648861,-122.37636699999999,RG12,0
Auto Fire Alarm,2010-12-14,47.607026,-122.28943999999998,RG20_25,0
Car Fire,2010-12-14,47.682235,-122.317472,RG04,0
Car Fire,2010-12-14,47.635901000000004,-122.32240900000001,RG03,0
Car Fire Freeway,2010-12-14,47.629899,-122.32687800000001,RG11,0
Auto Fire Alarm,2010-12-14,47.616894,-122.342546,RG11,0
Auto Fire Alarm,2010-12-14,47.667252000000005,-122.380052,RG08,0
Auto Fire Alarm,2010-12-14,47.708659999999995,-122.301278,RG04,0
Automatic Fire Alarm False,2010-12-14,47.606881,-122.33363500000002,RG20_25,0
Fire in Building,2010-12-14,47.619921000000005,-122.332981,RG11,0
Fire in Building,2010-12-14,47.708878000000006,-122.32863,RG01,0
Auto Fire Alarm,2010-12-14,47.665337,-122.383404,RG08,0
Tranformer Fire,2010-12-14,47.550123,-122.365579,RG15,0
Auto Fire Alarm,2010-12-14,47.521023,-122.366095,RG17,0
Auto Fire Alarm,2010-12-14,47.614641999999996,-122.33873799999999,RG11,0
Auto Fire Alarm,2010-12-14,47.610972,-122.340465,RG11,0
Auto Fire Alarm,2010-12-14,47.670176,-122.37956499999999,RG08,0
Auto Fire Alarm,2010-12-14,47.61659,-122.34798300000001,RG11,0
Auto Fire Alarm,2010-12-14,47.604377,-122.325207,RG20_25,0
Auto Fire Alarm,2010-12-14,47.605657,-122.338654,RG11,0
Auto Fire Alarm,2010-12-14,47.668677,-122.38313000000001,RG08,0
Auto Fire Alarm,2010-12-14,47.612699,-122.334024,RG11,0
Auto Fire Alarm,2010-12-14,47.613209000000005,-122.338298,RG11,0
Fire in Single Family Res,2010-12-13,47.513637,-122.38595500000001,RG05,0
Auto Fire Alarm,2010-12-13,47.672778,-122.406345,RG08,0
Fire in Single Family Res,2010-12-13,47.579122,-122.29874,RG20_25,0
Auto Fire Alarm,2010-12-13,47.712305,-122.339596,RG01,0
Auto Fire Alarm,2010-12-13,47.644371,-122.34691299999999,RG03,0
Automatic Fire Alarm Resd,2010-12-13,47.7093,-122.27901299999999,RG02,0
Auto Fire Alarm,2010-12-13,47.610734,-122.321799,RG20_25,0
Auto Fire Alarm,2010-12-13,47.598352,-122.32478600000002,RG20_25,0
Auto Fire Alarm,2010-12-13,47.614071,-122.327877,RG20_25,0
Auto Fire Alarm,2010-12-13,47.614071,-122.327877,RG20_25,0
Automatic Fire Alarm Resd,2010-12-13,47.687305,-122.32968600000001,RG04,0
Fire in Building,2010-12-13,47.664937,-122.31740400000001,RG03,0
Automatic Fire Alarm Resd,2010-12-13,47.628999,-122.32231999999999,RG03,0
Brush Fire,2010-12-13,47.592394,-122.329049,RG20_25,0
Auto Fire Alarm,2010-12-13,47.608434,-122.338125,RG11,0
Auto Fire Alarm,2010-12-13,47.630887,-122.32020800000001,RG03,0
Fire in Building,2010-12-13,47.622089,-122.351371,RG11,0
Auto Fire Alarm,2010-12-13,47.721205,-122.294095,RG04,0
Automatic Fire Alarm Resd,2010-12-12,47.555933,-122.28073899999998,RG18,1
Auto Fire Alarm,2010-12-12,47.615227000000004,-122.351628,RG11,1
Automatic Fire Alarm Resd,2010-12-12,47.622532,-122.289672,RG20_25,1
Auto Fire Alarm,2010-12-12,47.536120000000004,-122.339056,RG17,1
Auto Fire Alarm,2010-12-12,47.573124,-122.37816000000001,RG14,1
Automatic Fire Alarm False,2010-12-12,47.54435,-122.3188,RG16,1
Auto Fire Alarm,2010-12-12,47.712519,-122.35550900000001,RG01,1
Auto Fire Alarm,2010-12-12,47.571115,-122.28993,RG18,1
Auto Fire Alarm,2010-12-12,47.571233,-122.291003,RG18,1
Auto Fire Alarm,2010-12-12,47.631249,-122.390204,RG12,1
Car Fire,2010-12-12,47.612142,-122.332074,RG20_25,1
Auto Fire Alarm,2010-12-12,47.538745,-122.36098999999999,RG17,1
Auto Fire Alarm,2010-12-12,47.542840999999996,-122.37236499999999,RG05,1
Auto Fire Alarm,2010-12-12,47.63325,-122.37944399999999,RG11,1
Auto Fire Alarm,2010-12-12,47.619994,-122.35544099999998,RG11,1
Auto Fire Alarm,2010-12-12,47.609799,-122.34195,RG11,1
Auto Fire Alarm,2010-12-12,47.617034000000004,-122.35468999999999,RG11,1
Auto Fire Alarm,2010-12-12,47.680640999999994,-122.324774,RG04,1
Auto Fire Alarm,2010-12-12,47.612716,-122.345399,RG11,1
Automatic Fire Alarm False,2010-12-12,47.652238,-122.313301,RG03,1
Auto Fire Alarm,2010-12-12,47.612716,-122.345399,RG11,1
Auto Fire Alarm,2010-12-12,47.623717,-122.36063500000002,RG11,1
Auto Fire Alarm,2010-12-12,47.652301,-122.36413799999998,RG09,1
Auto Fire Alarm,2010-12-12,47.623717,-122.36063500000002,RG11,1
Auto Fire Alarm,2010-12-12,47.521595,-122.264225,RG10_30,1
Automatic Fire Alarm Resd,2010-12-12,47.571077,-122.375077,RG14,1
Auto Fire Alarm,2010-12-12,47.651821000000005,-122.364373,RG09,1
Auto Fire Alarm,2010-12-12,47.611553,-122.311479,RG20_25,1
Auto Fire Alarm,2010-12-12,47.610763,-122.347609,RG11,1
Automatic Fire Alarm Resd,2010-12-12,47.706987,-122.36079099999999,RG07,1
Automatic Fire Alarm False,2010-12-12,47.598352,-122.325004,RG20_25,1
Auto Fire Alarm,2010-12-12,47.6141,-122.33395900000001,RG11,1
Auto Fire Alarm,2010-12-12,47.620957000000004,-122.33426899999999,RG11,1
Auto Fire Alarm,2010-12-12,47.616942,-122.330731,RG11,1
Auto Fire Alarm,2010-12-12,47.617151,-122.335049,RG11,1
Auto Fire Alarm,2010-12-12,47.526471,-122.37554899999999,RG05,1
Auto Fire Alarm,2010-12-11,47.712305,-122.339596,RG01,1
Auto Fire Alarm,2010-12-11,47.589351,-122.38131100000001,RG14,1
Auto Fire Alarm,2010-12-11,47.568767,-122.370751,RG14,1
Automatic Fire Alarm Resd,2010-12-11,47.597484,-122.30884099999999,RG20_25,1
Auto Fire Alarm,2010-12-11,47.523056,-122.319795,RG16,1
Auto Fire Alarm,2010-12-11,47.66167,-122.31956399999999,RG03,1
Automatic Fire Alarm Resd,2010-12-11,47.695908,-122.314852,RG04,1
Auto Fire Alarm,2010-12-11,47.592326,-122.329049,RG20_25,1
Car Fire,2010-12-11,47.618652000000004,-122.32400600000001,RG20_25,1
Fire in Building,2010-12-11,47.5877,-122.315983,RG20_25,1
Automatic Fire Alarm Resd,2010-12-11,47.679439,-122.40276499999999,RG08,1
Auto Fire Alarm,2010-12-11,47.607026,-122.28943999999998,RG20_25,1
Automatic Fire Alarm Resd,2010-12-11,47.679403,-122.269554,RG02,1
Automatic Fire Alarm Resd,2010-12-11,47.673334000000004,-122.315455,RG03,1
Auto Fire Alarm,2010-12-11,47.69607,-122.376796,RG07,1
Auto Fire Alarm,2010-12-10,47.609846999999995,-122.34084299999999,RG11,0
Auto Fire Alarm,2010-12-10,47.661448,-122.317559,RG03,0
Auto Fire Alarm,2010-12-10,47.615429,-122.347799,RG11,0
Auto Fire Alarm,2010-12-10,47.656264,-122.307804,RG03,0
Auto Fire Alarm,2010-12-10,47.605222999999995,-122.320558,RG20_25,0
Auto Fire Alarm,2010-12-10,47.652734,-122.31193999999999,RG03,0
Fire in Single Family Res,2010-12-10,47.580302,-122.39411299999999,RG14,0
Automatic Fire Alarm Resd,2010-12-10,47.682569,-122.346355,RG09,0
Auto Fire Alarm,2010-12-10,47.576489,-122.321401,RG15,0
Auto Fire Alarm,2010-12-10,47.611259000000004,-122.32076,RG20_25,0
Auto Fire Alarm,2010-12-10,47.608621,-122.320756,RG20_25,0
Fire in Building,2010-12-10,47.608621,-122.320756,RG20_25,0
Auto Fire Alarm,2010-12-10,47.620903999999996,-122.30360800000001,RG20_25,0
Car Fire,2010-12-10,47.61392,-122.35140200000001,RG11,0
Auto Fire Alarm,2010-12-10,47.606215,-122.340695,RG11,0
Auto Fire Alarm,2010-12-10,47.623391,-122.314649,RG20_25,0
Automatic Fire Alarm Resd,2010-12-10,47.517128,-122.254698,RG10_30,0
Auto Fire Alarm,2010-12-09,47.530833,-122.28067,RG10_30,0
Auto Fire Alarm,2010-12-09,47.712317999999996,-122.344325,RG01,0
Auto Fire Alarm,2010-12-09,47.554539,-122.313465,RG16,0
Auto Fire Alarm,2010-12-09,47.663118,-122.309683,RG03,0
Auto Fire Alarm,2010-12-09,47.562271,-122.295699,RG18,0
Auto Fire Alarm,2010-12-09,47.588619,-122.38028,RG14,0
Auto Fire Alarm,2010-12-09,47.604303,-122.33741599999999,RG20_25,0
Auto Fire Alarm,2010-12-09,47.602114,-122.330809,RG20_25,0
Automatic Fire Alarm Resd,2010-12-09,47.536567,-122.366464,RG17,0
Auto Fire Alarm,2010-12-09,47.696040999999994,-122.359379,RG07,0
